from_id,to_id,relation
a782e313-1cd8-4f12-8f82-9418e87955d2,8c414114-3302-4992-9521-94aab0d958c7,HAS_CHILD
72652f6c-b573-47cd-8acc-4b9f09eabaca,2658626e-e280-423c-88d3-001fa2199b62,MARRIED_TO
2658626e-e280-423c-88d3-001fa2199b62,72652f6c-b573-47cd-8acc-4b9f09eabaca,MARRIED_TO
72652f6c-b573-47cd-8acc-4b9f09eabaca,5106bd98-9b50-4738-9fdc-27e409d4c0d1,HAS_CHILD
2658626e-e280-423c-88d3-001fa2199b62,5106bd98-9b50-4738-9fdc-27e409d4c0d1,HAS_CHILD
72652f6c-b573-47cd-8acc-4b9f09eabaca,761d1b28-dbda-4f45-b836-9bd416436924,HAS_CHILD
2658626e-e280-423c-88d3-001fa2199b62,761d1b28-dbda-4f45-b836-9bd416436924,HAS_CHILD
761d1b28-dbda-4f45-b836-9bd416436924,72652f6c-b573-47cd-8acc-4b9f09eabaca,SUPPORTS
72652f6c-b573-47cd-8acc-4b9f09eabaca,09a701ae-11da-42c1-bd07-2b7dbc9fe684,HAS_CHILD
2658626e-e280-423c-88d3-001fa2199b62,09a701ae-11da-42c1-bd07-2b7dbc9fe684,HAS_CHILD
09a701ae-11da-42c1-bd07-2b7dbc9fe684,2658626e-e280-423c-88d3-001fa2199b62,SUPPORTS
0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,0080b10e-608a-44aa-8622-75b2586ec366,MARRIED_TO
0080b10e-608a-44aa-8622-75b2586ec366,0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,MARRIED_TO
0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,c31a0c31-01d4-4463-89e0-b36da44c2231,HAS_CHILD
0080b10e-608a-44aa-8622-75b2586ec366,c31a0c31-01d4-4463-89e0-b36da44c2231,HAS_CHILD
c31a0c31-01d4-4463-89e0-b36da44c2231,0080b10e-608a-44aa-8622-75b2586ec366,SUPPORTS
0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,87917a02-c7f6-4f69-bf5d-574bb49d3448,HAS_CHILD
0080b10e-608a-44aa-8622-75b2586ec366,87917a02-c7f6-4f69-bf5d-574bb49d3448,HAS_CHILD
87917a02-c7f6-4f69-bf5d-574bb49d3448,0080b10e-608a-44aa-8622-75b2586ec366,SUPPORTS
0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,25fb67f7-4fc4-41d0-8f0b-00b55d27b01d,HAS_CHILD
0080b10e-608a-44aa-8622-75b2586ec366,25fb67f7-4fc4-41d0-8f0b-00b55d27b01d,HAS_CHILD
25fb67f7-4fc4-41d0-8f0b-00b55d27b01d,0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,SUPPORTS
0bbf84bc-598b-4fe0-8ee7-7fe85769b9bd,6e99154f-bbf2-49d1-8017-f8ea7903c58b,HAS_CHILD
0080b10e-608a-44aa-8622-75b2586ec366,6e99154f-bbf2-49d1-8017-f8ea7903c58b,HAS_CHILD
6e99154f-bbf2-49d1-8017-f8ea7903c58b,0080b10e-608a-44aa-8622-75b2586ec366,SUPPORTS
0ae8259a-cf75-4a52-a965-4bcd4f9b98b6,779b9cdd-014e-498d-a349-08f972b8e8eb,MARRIED_TO
779b9cdd-014e-498d-a349-08f972b8e8eb,0ae8259a-cf75-4a52-a965-4bcd4f9b98b6,MARRIED_TO
7c697e1c-b6a6-483a-b6f0-ededa70f7660,709be966-543d-4743-9923-656c71824101,MARRIED_TO
709be966-543d-4743-9923-656c71824101,7c697e1c-b6a6-483a-b6f0-ededa70f7660,MARRIED_TO
7c697e1c-b6a6-483a-b6f0-ededa70f7660,9671b57c-08e6-403e-9ff7-c4f3d162b15c,HAS_CHILD
709be966-543d-4743-9923-656c71824101,9671b57c-08e6-403e-9ff7-c4f3d162b15c,HAS_CHILD
9671b57c-08e6-403e-9ff7-c4f3d162b15c,7c697e1c-b6a6-483a-b6f0-ededa70f7660,SUPPORTS
ca805d8b-69d2-4eee-b9a0-63d0fed8fb81,838dfc5b-6f79-4c5f-9bc3-0dc87b6a5acc,MARRIED_TO
838dfc5b-6f79-4c5f-9bc3-0dc87b6a5acc,ca805d8b-69d2-4eee-b9a0-63d0fed8fb81,MARRIED_TO
ca805d8b-69d2-4eee-b9a0-63d0fed8fb81,0d301496-10eb-4828-9969-417ae03b318b,HAS_CHILD
838dfc5b-6f79-4c5f-9bc3-0dc87b6a5acc,0d301496-10eb-4828-9969-417ae03b318b,HAS_CHILD
260599ae-7edb-4fa9-bcf4-c39d0b2719ee,35b7e42c-54bb-4831-86ef-ca2eab34b2fa,MARRIED_TO
35b7e42c-54bb-4831-86ef-ca2eab34b2fa,260599ae-7edb-4fa9-bcf4-c39d0b2719ee,MARRIED_TO
260599ae-7edb-4fa9-bcf4-c39d0b2719ee,dbd00095-c344-4711-9692-fe35cf94858e,HAS_CHILD
35b7e42c-54bb-4831-86ef-ca2eab34b2fa,dbd00095-c344-4711-9692-fe35cf94858e,HAS_CHILD
260599ae-7edb-4fa9-bcf4-c39d0b2719ee,a12a92fe-f97a-4f1e-a25d-b3da92efe817,HAS_CHILD
35b7e42c-54bb-4831-86ef-ca2eab34b2fa,a12a92fe-f97a-4f1e-a25d-b3da92efe817,HAS_CHILD
a12a92fe-f97a-4f1e-a25d-b3da92efe817,35b7e42c-54bb-4831-86ef-ca2eab34b2fa,SUPPORTS
260599ae-7edb-4fa9-bcf4-c39d0b2719ee,b271e3ce-b33d-4b1a-addb-cba516a47105,HAS_CHILD
35b7e42c-54bb-4831-86ef-ca2eab34b2fa,b271e3ce-b33d-4b1a-addb-cba516a47105,HAS_CHILD
260599ae-7edb-4fa9-bcf4-c39d0b2719ee,3a89d6a5-f73f-471a-bfb8-6ae141569c9c,HAS_CHILD
35b7e42c-54bb-4831-86ef-ca2eab34b2fa,3a89d6a5-f73f-471a-bfb8-6ae141569c9c,HAS_CHILD
3a89d6a5-f73f-471a-bfb8-6ae141569c9c,35b7e42c-54bb-4831-86ef-ca2eab34b2fa,SUPPORTS
ad3bbbec-b61d-4b2c-8e59-a077549d42c6,6b8468f3-ed77-4907-8c95-977c0340d21a,MARRIED_TO
6b8468f3-ed77-4907-8c95-977c0340d21a,ad3bbbec-b61d-4b2c-8e59-a077549d42c6,MARRIED_TO
ad3bbbec-b61d-4b2c-8e59-a077549d42c6,8f610937-ad4f-4434-b62f-39eb65878a89,HAS_CHILD
6b8468f3-ed77-4907-8c95-977c0340d21a,8f610937-ad4f-4434-b62f-39eb65878a89,HAS_CHILD
8f610937-ad4f-4434-b62f-39eb65878a89,ad3bbbec-b61d-4b2c-8e59-a077549d42c6,SUPPORTS
ad3bbbec-b61d-4b2c-8e59-a077549d42c6,22936823-026a-4a9d-9d5f-aa5888ea0e5c,HAS_CHILD
6b8468f3-ed77-4907-8c95-977c0340d21a,22936823-026a-4a9d-9d5f-aa5888ea0e5c,HAS_CHILD
22936823-026a-4a9d-9d5f-aa5888ea0e5c,ad3bbbec-b61d-4b2c-8e59-a077549d42c6,SUPPORTS
ad3bbbec-b61d-4b2c-8e59-a077549d42c6,92660519-d3a7-40cd-accf-bafe00a2b63b,HAS_CHILD
6b8468f3-ed77-4907-8c95-977c0340d21a,92660519-d3a7-40cd-accf-bafe00a2b63b,HAS_CHILD
92660519-d3a7-40cd-accf-bafe00a2b63b,ad3bbbec-b61d-4b2c-8e59-a077549d42c6,SUPPORTS
5025cfbb-efae-4516-a515-41646df1cfc9,bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,MARRIED_TO
bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,5025cfbb-efae-4516-a515-41646df1cfc9,MARRIED_TO
5025cfbb-efae-4516-a515-41646df1cfc9,4811a735-40dd-49e9-bc33-71096916f96f,HAS_CHILD
bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,4811a735-40dd-49e9-bc33-71096916f96f,HAS_CHILD
4811a735-40dd-49e9-bc33-71096916f96f,bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,SUPPORTS
5025cfbb-efae-4516-a515-41646df1cfc9,5f1ba8b1-27a6-4ada-9aea-04a54d071136,HAS_CHILD
bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,5f1ba8b1-27a6-4ada-9aea-04a54d071136,HAS_CHILD
5025cfbb-efae-4516-a515-41646df1cfc9,3242e728-f37e-4ac4-b19e-2c73273bf1bf,HAS_CHILD
bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,3242e728-f37e-4ac4-b19e-2c73273bf1bf,HAS_CHILD
5025cfbb-efae-4516-a515-41646df1cfc9,f52c3a4d-872a-463c-aae0-d9a142e9e9d0,HAS_CHILD
bcb9e2f6-04da-4bd4-8636-f7d0fb9487a8,f52c3a4d-872a-463c-aae0-d9a142e9e9d0,HAS_CHILD
d8495883-5342-4d13-a9d9-a08f62c15281,f7fdf59d-d1b9-4e05-a16e-5e80baa8ab4d,MARRIED_TO
f7fdf59d-d1b9-4e05-a16e-5e80baa8ab4d,d8495883-5342-4d13-a9d9-a08f62c15281,MARRIED_TO
d8495883-5342-4d13-a9d9-a08f62c15281,0465f705-4db8-4bd4-8dfd-a17e2fe3f3a7,HAS_CHILD
f7fdf59d-d1b9-4e05-a16e-5e80baa8ab4d,0465f705-4db8-4bd4-8dfd-a17e2fe3f3a7,HAS_CHILD
0465f705-4db8-4bd4-8dfd-a17e2fe3f3a7,d8495883-5342-4d13-a9d9-a08f62c15281,SUPPORTS
d8495883-5342-4d13-a9d9-a08f62c15281,729e148c-95bb-4340-b9a0-9b862f557567,HAS_CHILD
f7fdf59d-d1b9-4e05-a16e-5e80baa8ab4d,729e148c-95bb-4340-b9a0-9b862f557567,HAS_CHILD
729e148c-95bb-4340-b9a0-9b862f557567,d8495883-5342-4d13-a9d9-a08f62c15281,SUPPORTS
d5b27180-c97a-4f6a-baec-51a9e7303e5c,e6fcb8fb-3a7e-4a42-becd-d0eb563788fe,MARRIED_TO
e6fcb8fb-3a7e-4a42-becd-d0eb563788fe,d5b27180-c97a-4f6a-baec-51a9e7303e5c,MARRIED_TO
b401182a-2760-428b-a01f-4a00d2657f11,787b70a8-3484-49d2-9478-c02dac68f9e6,MARRIED_TO
787b70a8-3484-49d2-9478-c02dac68f9e6,b401182a-2760-428b-a01f-4a00d2657f11,MARRIED_TO
b401182a-2760-428b-a01f-4a00d2657f11,d401b5a3-e647-4219-8531-8ad9b23a0e25,HAS_CHILD
787b70a8-3484-49d2-9478-c02dac68f9e6,d401b5a3-e647-4219-8531-8ad9b23a0e25,HAS_CHILD
d401b5a3-e647-4219-8531-8ad9b23a0e25,b401182a-2760-428b-a01f-4a00d2657f11,SUPPORTS
b401182a-2760-428b-a01f-4a00d2657f11,d9b5973d-847b-4820-acd9-e061a0860faa,HAS_CHILD
787b70a8-3484-49d2-9478-c02dac68f9e6,d9b5973d-847b-4820-acd9-e061a0860faa,HAS_CHILD
d9b5973d-847b-4820-acd9-e061a0860faa,b401182a-2760-428b-a01f-4a00d2657f11,SUPPORTS
b401182a-2760-428b-a01f-4a00d2657f11,ab7bb3bf-ff90-43e6-8b00-6ba014642cb8,HAS_CHILD
787b70a8-3484-49d2-9478-c02dac68f9e6,ab7bb3bf-ff90-43e6-8b00-6ba014642cb8,HAS_CHILD
41dab428-c3d5-423d-affc-80942e307a43,21446f4d-e10d-4230-8455-f114fed43f22,MARRIED_TO
21446f4d-e10d-4230-8455-f114fed43f22,41dab428-c3d5-423d-affc-80942e307a43,MARRIED_TO
41dab428-c3d5-423d-affc-80942e307a43,90978077-7909-451e-bd06-7bd59012d2eb,HAS_CHILD
21446f4d-e10d-4230-8455-f114fed43f22,90978077-7909-451e-bd06-7bd59012d2eb,HAS_CHILD
a1753181-a427-4ab4-8df5-5cfd5a6e235e,e56c3549-cc42-403a-aa96-094db14c8e2c,MARRIED_TO
e56c3549-cc42-403a-aa96-094db14c8e2c,a1753181-a427-4ab4-8df5-5cfd5a6e235e,MARRIED_TO
a1753181-a427-4ab4-8df5-5cfd5a6e235e,9b38a763-5fce-4966-95e7-84f470221ea5,HAS_CHILD
e56c3549-cc42-403a-aa96-094db14c8e2c,9b38a763-5fce-4966-95e7-84f470221ea5,HAS_CHILD
9b38a763-5fce-4966-95e7-84f470221ea5,e56c3549-cc42-403a-aa96-094db14c8e2c,SUPPORTS
a1753181-a427-4ab4-8df5-5cfd5a6e235e,5fd3e9d5-f6f3-4fcf-bdff-b089a4a9cb70,HAS_CHILD
e56c3549-cc42-403a-aa96-094db14c8e2c,5fd3e9d5-f6f3-4fcf-bdff-b089a4a9cb70,HAS_CHILD
5fd3e9d5-f6f3-4fcf-bdff-b089a4a9cb70,e56c3549-cc42-403a-aa96-094db14c8e2c,SUPPORTS
805afd88-0b5f-49e6-a1b5-d5825eae2183,f741634f-a92b-4d0d-823d-5c97891fda19,MARRIED_TO
f741634f-a92b-4d0d-823d-5c97891fda19,805afd88-0b5f-49e6-a1b5-d5825eae2183,MARRIED_TO
805afd88-0b5f-49e6-a1b5-d5825eae2183,19cce576-1b00-4cfa-8a1c-26e10f7e0772,HAS_CHILD
f741634f-a92b-4d0d-823d-5c97891fda19,19cce576-1b00-4cfa-8a1c-26e10f7e0772,HAS_CHILD
19cce576-1b00-4cfa-8a1c-26e10f7e0772,f741634f-a92b-4d0d-823d-5c97891fda19,SUPPORTS
387148ec-6f52-4aa7-b432-ce38e3ebc12e,32fd8feb-94fe-40c1-8c3a-1606ed695aef,MARRIED_TO
32fd8feb-94fe-40c1-8c3a-1606ed695aef,387148ec-6f52-4aa7-b432-ce38e3ebc12e,MARRIED_TO
387148ec-6f52-4aa7-b432-ce38e3ebc12e,37490b5d-9c82-49d0-9e86-434086e88717,HAS_CHILD
32fd8feb-94fe-40c1-8c3a-1606ed695aef,37490b5d-9c82-49d0-9e86-434086e88717,HAS_CHILD
37490b5d-9c82-49d0-9e86-434086e88717,32fd8feb-94fe-40c1-8c3a-1606ed695aef,SUPPORTS
8489c8c3-10aa-4335-ba58-93985fb11fca,b3b935b5-845d-433c-8df3-147e9c78b270,MARRIED_TO
b3b935b5-845d-433c-8df3-147e9c78b270,8489c8c3-10aa-4335-ba58-93985fb11fca,MARRIED_TO
8489c8c3-10aa-4335-ba58-93985fb11fca,60dc492f-23e3-4779-97a2-64fec74c2bdf,HAS_CHILD
b3b935b5-845d-433c-8df3-147e9c78b270,60dc492f-23e3-4779-97a2-64fec74c2bdf,HAS_CHILD
60dc492f-23e3-4779-97a2-64fec74c2bdf,8489c8c3-10aa-4335-ba58-93985fb11fca,SUPPORTS
8489c8c3-10aa-4335-ba58-93985fb11fca,080926eb-88a1-44a2-9962-8b4fca5eed63,HAS_CHILD
b3b935b5-845d-433c-8df3-147e9c78b270,080926eb-88a1-44a2-9962-8b4fca5eed63,HAS_CHILD
8489c8c3-10aa-4335-ba58-93985fb11fca,a90878a6-8c32-412b-b824-ef940da10e4a,HAS_CHILD
b3b935b5-845d-433c-8df3-147e9c78b270,a90878a6-8c32-412b-b824-ef940da10e4a,HAS_CHILD
8489c8c3-10aa-4335-ba58-93985fb11fca,8dc5324a-cf30-4ed2-ae19-8d5450f005f4,HAS_CHILD
b3b935b5-845d-433c-8df3-147e9c78b270,8dc5324a-cf30-4ed2-ae19-8d5450f005f4,HAS_CHILD
a204b50a-601c-41fc-89d4-a1257c4473af,ee206bfd-6054-4719-b35a-5909115d154b,MARRIED_TO
ee206bfd-6054-4719-b35a-5909115d154b,a204b50a-601c-41fc-89d4-a1257c4473af,MARRIED_TO
a204b50a-601c-41fc-89d4-a1257c4473af,14857de1-3e4b-474b-bf25-fe407e75d621,HAS_CHILD
ee206bfd-6054-4719-b35a-5909115d154b,14857de1-3e4b-474b-bf25-fe407e75d621,HAS_CHILD
a204b50a-601c-41fc-89d4-a1257c4473af,ddbae7ef-e832-4d97-865a-a918b159e47f,HAS_CHILD
ee206bfd-6054-4719-b35a-5909115d154b,ddbae7ef-e832-4d97-865a-a918b159e47f,HAS_CHILD
ddbae7ef-e832-4d97-865a-a918b159e47f,a204b50a-601c-41fc-89d4-a1257c4473af,SUPPORTS
51142787-550f-48a7-9810-c5dcaebcc491,0f85c716-b7ff-450a-89a2-3bb866247e77,MARRIED_TO
0f85c716-b7ff-450a-89a2-3bb866247e77,51142787-550f-48a7-9810-c5dcaebcc491,MARRIED_TO
51142787-550f-48a7-9810-c5dcaebcc491,d6de1efb-61cc-4ed4-8c23-9be8ed5d4c78,HAS_CHILD
0f85c716-b7ff-450a-89a2-3bb866247e77,d6de1efb-61cc-4ed4-8c23-9be8ed5d4c78,HAS_CHILD
d6de1efb-61cc-4ed4-8c23-9be8ed5d4c78,0f85c716-b7ff-450a-89a2-3bb866247e77,SUPPORTS
51142787-550f-48a7-9810-c5dcaebcc491,c6a8291a-150d-4759-b758-0ee279be526b,HAS_CHILD
0f85c716-b7ff-450a-89a2-3bb866247e77,c6a8291a-150d-4759-b758-0ee279be526b,HAS_CHILD
191cf20b-5360-4fb8-9570-91832eca7135,5373fa30-ca64-406a-90ab-0425ecb92377,MARRIED_TO
5373fa30-ca64-406a-90ab-0425ecb92377,191cf20b-5360-4fb8-9570-91832eca7135,MARRIED_TO
191cf20b-5360-4fb8-9570-91832eca7135,bf01bdad-7b16-4c26-8d14-d15e73e19e3b,HAS_CHILD
5373fa30-ca64-406a-90ab-0425ecb92377,bf01bdad-7b16-4c26-8d14-d15e73e19e3b,HAS_CHILD
bf01bdad-7b16-4c26-8d14-d15e73e19e3b,191cf20b-5360-4fb8-9570-91832eca7135,SUPPORTS
c14b87b8-9248-413e-91bb-f439eb6de645,832ad7ef-03e4-48d0-a5a7-8f984aa125f8,MARRIED_TO
832ad7ef-03e4-48d0-a5a7-8f984aa125f8,c14b87b8-9248-413e-91bb-f439eb6de645,MARRIED_TO
c14b87b8-9248-413e-91bb-f439eb6de645,3cd94921-b423-458b-9e56-3671b47d975f,HAS_CHILD
832ad7ef-03e4-48d0-a5a7-8f984aa125f8,3cd94921-b423-458b-9e56-3671b47d975f,HAS_CHILD
3cd94921-b423-458b-9e56-3671b47d975f,832ad7ef-03e4-48d0-a5a7-8f984aa125f8,SUPPORTS
0224d55f-0f2b-4f59-9877-1c4571cafa60,aca1d37b-ba9f-41f0-b9ee-9904b69bf5af,MARRIED_TO
aca1d37b-ba9f-41f0-b9ee-9904b69bf5af,0224d55f-0f2b-4f59-9877-1c4571cafa60,MARRIED_TO
0224d55f-0f2b-4f59-9877-1c4571cafa60,0c2388a0-69d1-423f-bbf2-2e373f6e1923,HAS_CHILD
aca1d37b-ba9f-41f0-b9ee-9904b69bf5af,0c2388a0-69d1-423f-bbf2-2e373f6e1923,HAS_CHILD
0c2388a0-69d1-423f-bbf2-2e373f6e1923,0224d55f-0f2b-4f59-9877-1c4571cafa60,SUPPORTS
0224d55f-0f2b-4f59-9877-1c4571cafa60,a05540d4-5b5c-460c-b6d8-2a472e7ea1e0,HAS_CHILD
aca1d37b-ba9f-41f0-b9ee-9904b69bf5af,a05540d4-5b5c-460c-b6d8-2a472e7ea1e0,HAS_CHILD
a05540d4-5b5c-460c-b6d8-2a472e7ea1e0,0224d55f-0f2b-4f59-9877-1c4571cafa60,SUPPORTS
67ea4767-b304-4b10-8c49-278a5a2b6c77,a1527180-c148-4b91-a612-b635fc2ad1b6,MARRIED_TO
a1527180-c148-4b91-a612-b635fc2ad1b6,67ea4767-b304-4b10-8c49-278a5a2b6c77,MARRIED_TO
8596d0f9-3d8f-40ed-bfc6-3a1b1928ad5e,232ab661-bd40-4db4-b94d-1354ddaec6f2,MARRIED_TO
232ab661-bd40-4db4-b94d-1354ddaec6f2,8596d0f9-3d8f-40ed-bfc6-3a1b1928ad5e,MARRIED_TO
8596d0f9-3d8f-40ed-bfc6-3a1b1928ad5e,14eb64f2-ea62-478e-9b77-2d20d50ddb01,HAS_CHILD
232ab661-bd40-4db4-b94d-1354ddaec6f2,14eb64f2-ea62-478e-9b77-2d20d50ddb01,HAS_CHILD
14eb64f2-ea62-478e-9b77-2d20d50ddb01,232ab661-bd40-4db4-b94d-1354ddaec6f2,SUPPORTS
e583244a-fdad-429a-896b-c50a060ddff7,acbff34b-d5d7-4606-893a-d63faa510ac4,MARRIED_TO
acbff34b-d5d7-4606-893a-d63faa510ac4,e583244a-fdad-429a-896b-c50a060ddff7,MARRIED_TO
